Degree Type,Course Title,Institution Name,City Name,Subject,Language,Beginning Semester,Duration,Tuition Fee,Detail Link
Master's degree,Actuarial and Financial Mathematics,RPTU University of Kaiserslautern-Landau,Kaiserslautern,Mathematics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4722/
Master's degree,Advanced and Computational Mathematics – International Master's Programme,Chemnitz University of Technology,Chemnitz,Mathematics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4770/
Master's degree,Advanced Architecture — From Urban Design to Building Construction,Frankfurt University of Applied Sciences,Frankfurt am Main,Architecture,English,Summer semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7065/
Master's degree,Advanced Computational Methods in Civil Engineering,RWTH Aachen University,Aachen,Civil Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6318/
Master's degree,Advanced Functional Materials,Chemnitz University of Technology,Chemnitz,Chemistry,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4695/
Master's degree,Advanced Green Engineering and Sustainable Management,Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Zwickau,Engineering in general,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8903/
Master's degree,Advanced Industrial Engineering,Rosenheim Technical University of Applied Sciences,Traunstein,Industrial Engineering,English,Winter semester,"3 semesters, 6 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8579/
Master's degree,Advanced Manufacturing,Chemnitz University of Technology,Chemnitz,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7612/
Master's degree,Advanced Materials Analysis,TU Bergakademie Freiberg,Freiberg,"Mining, Metallurgy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5403/
Master's degree,Advanced Quantum Physics (MSc),University of Tübingen,Tübingen,"Physics, Astronomy",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7211/
Master's degree,Advanced Signal Processing and Communications Engineering MSc,FAU Erlangen-Nürnberg,Erlangen,Electrical Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4661/
Master's degree,Advanced Spectroscopy in Chemistry (ASC),Leipzig University,Leipzig,Chemistry,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7056/
Master's degree,Advisory and Innovation Services in Agri-Food Systems (AdvisoryServices),University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8972/
Master's degree,Aerospace (MSc),Technical University of Munich,Garching b. München,Engineering in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6141/
Master's degree,African Languages and Cultures,Universität Hamburg,Hamburg,Other / Non-European Languages and Cultural Studies,"English, Other teaching language","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8933/
Master's degree,"African Verbal and Visual Arts: Languages, Literatures, Media and Art",University of Bayreuth,Bayreuth,Other / Non-European Languages and Cultural Studies,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4044/
Master's degree,Agricultural and Food Economics (AFECO),University of Bonn,Bonn,"Agriculture, Forestry and Nutritional Sciences in general",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7602/
Master's degree,Agricultural Biosciences,Technical University of Munich,Freising,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6527/
Master's degree,Agricultural Economics (AgEcon),University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3723/
Master's degree,Agricultural Sciences and Resource Management in the Tropics and Subtropics (ARTS),University of Bonn,Bonn,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7600/
Master's degree,Agricultural Sciences in the Tropics and Subtropics (AgriTropics),University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3788/
Master's degree,"Agricultural, Food and Environmental Policy Analysis (AFEPA)",University of Bonn,Bonn,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8310/
Master's degree,"Agriculture, Ecology & Societies (AGES)",University of Kassel,Witzenhausen,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8543/
Master's degree,"AgriFood Economics, Policy and Regulation",Technical University of Munich,Freising,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9177/
Master's degree,Agrobiotechnology,Justus Liebig University Giessen,Gießen,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7709/
Master's degree,AI Engineering of Autonomous Systems,Technische Hochschule Ingolstadt,Ingolstadt,Electrical Engineering,English,"Winter semester, Summer semester",3 semesters,EUR 500,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8922/
Master's degree,"Air Quality Control, Solid Waste and Waste Water Process Engineering (WASTE)",University of Stuttgart,Stuttgart,Mechanical Engineering / Process Engineering,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3676/
Master's degree,Air Transport and Logistics,Dresden University of Technology,Dresden,"Transport Engineering, Nautical Science",English,Winter semester,"4 semesters, 8 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8911/
Master's degree,AMASE: Joint European Master's Programme in Advanced Materials Science and Engineering,Saarland University,Saarbrücken,Engineering in general,"German, English",Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6080/
Master's degree,American Studies,Leipzig University,Leipzig,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8916/
Master's degree,American Studies (MA),University of Tübingen,Tübingen,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5332/
Master's degree,"Analytical Instruments, Measurement and Sensor Technology (AIMS)",Coburg University of Applied Sciences and Arts,Coburg,Engineering in general,English,Winter semester,4 semesters,"EUR 3,900",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3949/
Master's degree,Anglophone Modernities in Literature and Culture,University of Potsdam,Potsdam,Languages and Cultural Studies in general,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4325/
Master's degree,Animal Science,University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8973/
Master's degree,Anthropology and Sociology (Master of Arts),University of Konstanz,Konstanz,Social Science,"German, English","Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4778/
Master's degree,Anthropology of the Americas,University of Bonn,Bonn,Other / Non-European Languages and Cultural Studies,"English, Spanish","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6223/
Master's degree,Applied & Environmental Geoscience (AEG),University of Tübingen,Tübingen,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3791/
Master's degree,"Applied AI for Digital Production Management, MEng",Deggendorf Institute of Technology,Cham,Industrial Engineering,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9024/
Master's degree,Applied Biotechnology,Ansbach University of Applied Sciences,Ansbach,"Mathematics, Natural Sciences in general",English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7251/
Master's degree,Applied Computer Science (MSc),SRH University Heidelberg,Heidelberg,Computer Science,English,"Winter semester, Summer semester",4 semesters,"EUR 6,450",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3981/
Master's degree,Applied Computer Science (MSc),University of Göttingen,Göttingen,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4700/
Master's degree,Applied Computer Science (MSc),Schmalkalden University of Applied Sciences,Schmalkalden,Computer Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5551/
Master's degree,Applied Data Science (MSc),University of Göttingen,Göttingen,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7641/
Master's degree,Applied Data Science and Analytics (MSc),SRH University Heidelberg,Heidelberg,Computer Science,English,"Winter semester, Summer semester",4 semesters,"EUR 6,450",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4886/
Master's degree,Applied Economics,University of Wuppertal,Wuppertal,Business and Economics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3956/
Master's degree,Applied Geosciences,University of Bremen,Bremen,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7661/
Master's degree,Applied Geosciences – Applied Mineralogy and Crystallography (AMC),RWTH Aachen University,Aachen,Earth Sciences (excluding Geography),English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6917/
Master's degree,Applied IT Security,Ruhr-Universität Bochum,Bochum,Computer Science,"English, German","Winter semester, Summer semester",6 semesters,"EUR 2,900",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7795/
Master's degree,Applied Linguistics,University of Bonn,Bonn,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7731/
Master's degree,Applied Natural Sciences (MSc),University of Koblenz,Koblenz,"Mathematics, Natural Sciences in general",English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4688/
Master's degree,Applied Research in Computer Science (MSc),Hof University of Applied Sciences,Hof,Computer Science,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6236/
Master's degree,Archaeological Sciences & Human Evolution (MSc),University of Tübingen,Tübingen,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4611/
Master's degree,Archaeology,University of Tübingen,Tübingen,Civilisation Studies in the narrower sense,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8919/
Master's degree,Architecture – Design for the Built Environment (MA),SRH University Heidelberg,Heidelberg,Architecture,English,Summer semester,3 semesters,"EUR 5,100",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7730/
Master's degree,Arqus Joint Master's Programme in European Studies,Leipzig University,Leipzig,Social Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8315/
Master's degree,Artificial Intelligence,Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8322/
Master's degree,Artificial Intelligence,Universität zu Lübeck,Lübeck,Computer Science,English,"Winter semester, Summer semester",6 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9003/
Master's degree,"Artificial Intelligence (AI), MSc",FAU Erlangen-Nürnberg,Erlangen,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7657/
Master's degree,Artificial Intelligence and Data Science,Heinrich Heine University Düsseldorf,Düsseldorf,Computer Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6937/
Master's degree,Artificial Intelligence and Robotics (MSc),Hof University of Applied Sciences,Hof,Computer Science,English,Summer semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8518/
Master's degree,"Artificial Intelligence for Industrial Applications, (MSc) full-time",Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Amberg,Computer Science,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8977/
Master's degree,Arts and Cultural Management (MA),Leuphana University Lüneburg,Lüneburg,Languages and Cultural Studies in general,English,Winter semester,"3 semesters, 4 semesters","EUR 2,428",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5242/
Master's degree,Ar­ti­fi­ci­al In­tel­li­gence and Da­ta Ana­ly­tics (MSc),Neu-Ulm University of Applied Sciences,Neu-Ulm,Business and Economics,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4734/
Master's degree,Astro and Particle Physics (MSc),University of Tübingen,Tübingen,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4748/
Master's degree,Astrophysics,University of Bonn,Bonn,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3843/
Master's degree,Astrophysics,University of Potsdam,Potsdam,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4693/
Master's degree,Automation & Control (A&C),RPTU University of Kaiserslautern-Landau,Kaiserslautern,Electrical Engineering,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4818/
Master's degree,Automation & IT (Master of Engineering),Technische Hochschule Köln (University of Applied Sciences),Köln,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3961/
Master's degree,Automation and Robotics,TU Dortmund University,Dortmund,Electrical Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8996/
Master's degree,Automation and Safety,University of Duisburg-Essen,Duisburg,Engineering in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6154/
Master's degree,Automotive Service Technology and Processes (ASTP),Ostfalia University of Applied Sciences - Hochschule Braunschweig/Wolfenbüttel,Wolfsburg,Mechanical Engineering / Process Engineering,English,Winter semester,3 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9187/
Master's degree,Automotive Software Engineering,Chemnitz University of Technology,Chemnitz,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4122/
Master's degree,Automotive Systems,Esslingen University of Applied Sciences,Esslingen am Neckar,Engineering in general,English,Winter semester,3 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5423/
Master's degree,Autonomous Driving,Coburg University of Applied Sciences and Arts,Kronach,Engineering in general,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9016/
Master's degree,Autonomous Systems (MSc),Hochschule Bonn-Rhein-Sieg,Sankt Augustin,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3799/
Master's degree,Battery Materials and Technology (Master of Science),University of Bayreuth,Bayreuth,"Mathematics, Natural Sciences in general",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8290/
Master's degree,"Behaviour: From Neural Mechanisms to Evolution, MSc",Bielefeld University,Bielefeld,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3958/
Master's degree,"Behavioural Neurobiology / Neuroethology, Master of Science Biology",Julius-Maximilians-Universität Würzburg,Würzburg,Biology,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4637/
Master's degree,Berlin MBA (full-time),Berlin School of Economics and Law,Berlin,Business and Economics,English,Winter semester,2 semesters,"EUR 9,900",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3625/
Master's degree,Berlin MBA (part-time),Berlin School of Economics and Law,Berlin,Business and Economics,English,Winter semester,4 semesters,"EUR 4,950",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6995/
Master's degree,Biblical Studies,University of Bonn,Bonn,Protestant Theology,English,Winter semester,2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8286/
Master's degree,Binational Double Master in Biomedical Sciences (IMBS),University of Freiburg,Freiburg im Breisgau,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4590/
Master's degree,Binational Master's Degree in History – TübAix,University of Tübingen,Tübingen,History,"German, French",Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4747/
Master's degree,Binational Master's in History (Bielefeld-Bologna),Bielefeld University,Bielefeld,History,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6890/
Master's degree,Binational Master's in History (German-French) — Bielefeld-Paris Geschichte (BiPaG) MA,Bielefeld University,Bielefeld,History,"German, French",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7143/
Master's degree,Bioanalytical Chemistry & Pharmaceutical Analysis (full-time/part-time) (MSc),Hochschule Fresenius - University of Applied Sciences,Idstein,Chemistry,English,Winter semester,"2 semesters, 3 semesters","EUR 4,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5691/
Master's degree,Biochemistry,Dresden University of Technology,Dresden,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6203/
Master's degree,Biochemistry,University of Bonn,Bonn,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6260/
Master's degree,Biochemistry (MSc),University of Tübingen,Tübingen,Biology,English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4503/
Master's degree,Biochemistry and Biophysics – Biophysicochimie Binational Option,University of Freiburg,Freiburg im Breisgau,Chemistry,"German, English",Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5302/
Master's degree,Biochemistry and Molecular Biology,University of Potsdam,Potsdam,Biology,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4338/
Master's degree,Biochemistry and Molecular Biology (BMB),University of Bremen,Bremen,Chemistry,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3900/
Master's degree,Biochemistry International,Heinrich Heine University Düsseldorf,Düsseldorf,Chemistry,English,"Winter semester, Summer semester",2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7716/
Master's degree,Biodiversity Sciences,Martin Luther University Halle-Wittenberg,Halle (Saale),Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9060/
Master's degree,Bioeconomy,University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4476/
Master's degree,Biofabrication,University of Bayreuth,Bayreuth,Engineering in general,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4597/
Master's degree,BioGeoSciences (MSc),University of Koblenz,Koblenz,"Mathematics, Natural Sciences in general",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6911/
Master's degree,Bioinformatics,University of Potsdam,Potsdam,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5373/
Master's degree,Bioinformatics (MSc),University of Tübingen,Tübingen,Computer Science,"English, German","Winter semester, Summer semester",4 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6119/
Master's degree,Biological Resources MSc,Rhine-Waal University of Applied Sciences,Kleve,"Mathematics, Natural Sciences in general",English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4619/
Master's degree,Biological Sciences (Master of Science),University of Konstanz,Konstanz,Biology,English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4745/
Master's degree,Biology,Technical University of Munich,Freising,Biology,"English, German",Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7740/
Master's degree,Biology,Carl von Ossietzky University of Oldenburg,Oldenburg,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8969/
Master's degree,Biology,Ulm University,Ulm,Biology,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8982/
Master's degree,Biology in Society,Dresden University of Technology,Dresden,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7765/
Master's degree,Biomechanical Engineering,Otto von Guericke University Magdeburg,Magdeburg,Mechanical Engineering / Process Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8314/
Master's degree,Biomedical Engineering,RWTH Aachen University,Aachen,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8549/
Master's degree,Biomedical Engineering (MSc),Hamburg University of Applied Sciences,Hamburg,Engineering in general,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4025/
Master's degree,Biomedical Engineering and Medical Physics,Technical University of Munich,Garching b. München,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8332/
Master's degree,"Biomedical Engineering, Master of Science",Technische Hochschule Lübeck,Lübeck,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4162/
Master's degree,Biomedical Neuroscience (MSc),Technical University of Munich,München,Medicine in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5230/
Master's degree,Biomedical Sciences (MSc),Hochschule Bonn-Rhein-Sieg,Rheinbach,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3778/
Master's degree,Biomedical Systems Engineering – Master's Study Programme,RWTH Aachen University,Aachen,Engineering in general,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5228/
Master's degree,Bionics MSc,Rhine-Waal University of Applied Sciences,Kleve,Biology,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4224/
Master's degree,"Biophysics, Master of Science",Julius-Maximilians-Universität Würzburg,Würzburg,Biology,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4645/
Master's degree,Biosphere Reserves Management (BIOM),Eberswalde University for Sustainable Development,Eberswalde,Political Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9115/
Master's degree,Biotechnology,Brandenburg University of Technology Cottbus-Senftenberg,Senftenberg,Biology,English,"Winter semester, Summer semester","3 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3888/
Master's degree,Biotechnology,University of Hohenheim,Stuttgart,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4454/
Master's degree,Bonn-Cologne Graduate School of Physics and Astronomy: MSc in Physics (Cologne),University of Cologne,Köln,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4023/
Master's degree,Books — Literature — Culture — Language: National and Transnational Studies (MA),University of Münster,Münster,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4097/
Master's degree,British and American Cultures: Texts and Media,Universität Hamburg,Hamburg,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9032/
Master's degree,"British and American Studies, Master of Arts",Bielefeld University,Bielefeld,Languages and Cultural Studies in general,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6094/
Master's degree,British Studies (MA),University of Regensburg,Regensburg,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4264/
Master's degree,"British, American and Postcolonial Studies (MA)",University of Münster,Münster,Languages and Cultural Studies in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4053/
Master's degree,Bucerius Master of Law and Business (LLM/MLB),Bucerius Law School,Hamburg,"Law, Economics and Social Sciences in general",English,Other,2 semesters,"EUR 12,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3666/
Master's degree,Buddhist Studies and Contemplative Traditions MA,Leipzig University,Leipzig,Regional Studies,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8947/
Master's degree,Building Sustainability in an Urban Future (MBA),Technische Universität Berlin,Berlin,Business and Economics,English,Winter semester,3 semesters,"EUR 6,600",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4665/
Master's degree,Business Administration,University of Münster,Münster,"Law, Economics and Social Sciences in general","German, English",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7663/
Master's degree,"Business Administration (Master of Science) - Major: Accounting & Taxation, Corporate Development, Finance, Marketing or Supply Chain Management",University of Cologne,Köln,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5435/
Master's degree,"Business Administration, Specialisation in Digital Customer Experience & Service Design",Catholic University of Eichstätt-Ingolstadt,Ingolstadt,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8272/
