Degree Type,Course Title,Institution Name,City Name,Subject,Language,Beginning Semester,Duration,Tuition Fee,Detail Link
Master's degree,"MA Psychology Focusing on Organisation – Transformation Processes in Work, Society and Environment",International Psychoanalytic University Berlin,Berlin,Psychology,English,Winter semester,4 semesters,"EUR 6,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7681/
Master's degree,MA Research on Learning and Instruction,University of Augsburg,Augsburg,Education,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8945/
Master's degree,MA Serial Storytelling,ifs Internationale Filmschule Köln,Köln,"Performing Arts, Film and Television, Drama",English,Winter semester,4 semesters,"EUR 3,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4462/
Master's degree,MA Social Work as a Human Rights Profession (MA-SWHR),ASH Berlin,Berlin,Social Services,English,Winter semester,4 semesters,"EUR 2,640",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4467/
Master's degree,MA Strategic and International Management,Deggendorf Institute of Technology,Deggendorf,Business and Economics,"German, English",Summer semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4292/
Master's degree,Machine Learning (MSc),University of Tübingen,Tübingen,Computer Science,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5634/
Master's degree,Management & Data Science (MSc),Leuphana University Lüneburg,Lüneburg,Computer Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4556/
Master's degree,Management & Entrepreneurship (MSc),Leuphana University Lüneburg,Lüneburg,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6933/
Master's degree,Management & Sustainable Accounting and Finance (MSc),Leuphana University Lüneburg,Lüneburg,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6922/
Master's degree,Management and Computer Science,Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Zwickau,Business and Economics,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8379/
Master's degree,Management and Engineering in Computer-Aided Mechanical Engineering (MME-CAME),RWTH Aachen University,Aachen,Mechanical Engineering / Process Engineering,English,Winter semester,4 semesters,"EUR 6,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4598/
Master's degree,Management and Engineering in Production Systems (MME-PS),RWTH Aachen University,Aachen,Mechanical Engineering / Process Engineering,English,Winter semester,4 semesters,"EUR 6,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4362/
Master's degree,Management and Technology of Water and Waste Water,University of Duisburg-Essen,Duisburg,Engineering in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6253/
Master's degree,Management in Non-Profit Organisations,Osnabrück University of Applied Sciences,Osnabrück,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9066/
Master's degree,Management International,Julius-Maximilians-Universität Würzburg,Würzburg,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9000/
Master's degree,Management of Creative Industries (MCI),bbw Hochschule - University of Applied Sciences,Berlin,Business and Economics,English,"Winter semester, Summer semester",4 semesters,"EUR 3,840",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7625/
Master's degree,"Management of Product Development (MSc, Executive) at HECTOR School",Karlsruhe Institute of Technology,Karlsruhe,Mechanical Engineering / Process Engineering,English,Winter semester,4 semesters,"EUR 7,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4550/
Master's degree,"Management of Textile Trade and Technology, Master of Science",Hochschule Niederrhein - University of Applied Sciences,Mönchengladbach,Business and Economics,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4318/
Master's degree,"Management, Leadership, Innovation (MLI)",University of Applied Sciences Koblenz,Remagen,Business and Economics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9235/
Master's degree,Mannheim Master in Management,University of Mannheim,Mannheim,Business and Economics,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4425/
Master's degree,Manuscript Cultures,Universität Hamburg,Hamburg,Languages and Cultural Studies in general,English,Winter semester,2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6934/
Master's degree,Marine Biology,University of Bremen,Bremen,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3881/
Master's degree,Marine Ecosystem and Fisheries Sciences,Universität Hamburg,Hamburg,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9054/
Master's degree,Marine Geosciences,University of Bremen,Bremen,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3712/
Master's degree,Maritime Operations,University of Applied Sciences Emden/Leer,Leer (Ostfriesland),"Transport Engineering, Nautical Science",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4807/
Master's degree,Marketing & Brand Management (MSc),Hochschule Fresenius - University of Applied Sciences,Köln,Business and Economics,English,"Winter semester, Summer semester",4 semesters,"EUR 5,280",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8991/
Master's degree,Marketing & Brand Management (MSc),Hochschule Fresenius - University of Applied Sciences,Berlin,Business and Economics,English,"Winter semester, Summer semester",4 semesters,"EUR 5,280",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9122/
Master's degree,Marketing (MSc),Hochschule Bonn-Rhein-Sieg,Sankt Augustin,Business and Economics,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4732/
Master's degree,Marketing Management (German/English),Berlin School of Economics and Law,Berlin,Business and Economics,"German, English",Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4733/
Master's degree,Master (Blended Learning) of Evaluation (MABLE),RPTU University of Kaiserslautern-Landau,Kaiserslautern,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7697/
Master's degree,"Master Atlantic Studies in History, Culture and Society",Leibniz University Hannover,Hannover,History,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4780/
Master's degree,Master Biosciences / Master Biowissenschaften,Julius-Maximilians-Universität Würzburg,Würzburg,Biology,"English, German","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4641/
Master's degree,Master Environmental Engineering (MEng),HTW Dresden - University of Applied Sciences,Dresden,Civil Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4761/
Master's degree,Master in Business Administration | MBA,Berlin International University of Applied Sciences,Berlin,Business and Economics,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6504/
Master's degree,Master in European Studies,University of Regensburg,Regensburg,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5661/
Master's degree,Master in Financial Management (MSc),Frankfurt School of Finance & Management,Frankfurt am Main,Business and Economics,English,Winter semester,4 semesters,"EUR 9,725",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9071/
Master's degree,Master in German Law (LLM),Justus Liebig University Giessen,Gießen,Law,"German, English","Winter semester, Summer semester",2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3944/
Master's degree,Master in Governance and Human Rights (MA),Leuphana University Lüneburg,Lüneburg,Political Science,English,Winter semester,4 semesters,"EUR 2,475",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4560/
Master's degree,Master in Integrated Architectural Design (MIAD),OWL University of Applied Sciences and Arts,Detmold,Architecture,"German, English",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4087/
Master's degree,Master in Integrated Design (MID),OWL University of Applied Sciences and Arts,Detmold,Architecture,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5347/
Master's degree,Master in International Business (MIB),HTW Berlin University of Applied Sciences,Berlin,Business and Economics,English,Summer semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3705/
Master's degree,Master in International Marketing (MA),Technische Hochschule Nürnberg Georg Simon Ohm,Nürnberg,Business and Economics,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4266/
Master's degree,Master in Management (MIM),ESCP Berlin Campus,Berlin,Business and Economics,"English, German",Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8531/
Master's degree,Master in Management (MSc) – Heilbronn,Technical University of Munich,Heilbronn,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5676/
Master's degree,Master in Political Science,University of Mannheim,Mannheim,Political Science,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4071/
Master's degree,Master in Quantitative Economics,Ludwig-Maximilians-Universität München,München,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4791/
Master's degree,Master in Toxicology,University of Potsdam,Bergholz-Rehbrücke,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4697/
Master's degree,Master Intercultural German Studies (Master Interkulturelle Germanistik),University of Bayreuth,Bayreuth,Languages and Cultural Studies in general,German,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4702/
Master's degree,Master International Marketing and Sales,FH Münster University of Applied Sciences,Münster,Business and Economics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5247/
Master's degree,Master Materials Science and Engineering (MSc),FH Münster University of Applied Sciences,Steinfurt,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4873/
Master's degree,Master of Arts (MA) in Interdisciplinary Latin American Studies,Freie Universität Berlin,Berlin,Regional Studies,"German, Spanish",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3890/
Master's degree,Master of Arts African Studies,Leipzig University,Leipzig,Regional Studies,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8940/
Master's degree,Master of Arts Anthropology,Leipzig University,Leipzig,Other / Non-European Languages and Cultural Studies,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4633/
Master's degree,Master of Arts in Communication in Digital Societies,University of Passau,Passau,Languages and Cultural Studies in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7793/
Master's degree,Master of Arts in Contemporary East Asian Studies (MA CEAS),University of Duisburg-Essen,Duisburg,Regional Studies,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3861/
Master's degree,Master of Arts in Development Management,Ruhr-Universität Bochum,Bochum,"Law, Economics and Social Sciences in general",English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3848/
Master's degree,Master of Arts in Development Studies,University of Passau,Passau,Social Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3922/
Master's degree,Master of Arts in Development Studies,Friedensau Adventist University,Möckern,Social Science,English,Winter semester,4 semesters,"EUR 2,793",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9135/
Master's degree,"Master of Arts in Development Studies (online, part-time)",Friedensau Adventist University,Möckern,Social Science,English,Winter semester,6 semesters,"EUR 1,999",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9136/
Master's degree,Master of Arts in Digital and Computational Archaeology,University of Cologne,Köln,Languages and Cultural Studies in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8335/
Master's degree,Master of Arts in English Literature and Culture,Johannes Gutenberg University Mainz,Mainz,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9022/
Master's degree,Master of Arts in English Studies / American Studies,Friedrich Schiller University Jena,Jena,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8948/
Master's degree,Master of Arts in Environment and Society,Ludwig-Maximilians-Universität München,München,Languages and Cultural Studies in general,"English, German",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7983/
Master's degree,Master of Arts in European and East Asian Governance,Trier University,Trier,Political Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4816/
Master's degree,Master of Arts in European Literatures and Cultures / Europäische Literaturen und Kulturen,University of Freiburg,Freiburg im Breisgau,General and Comparative Literature and Linguistics,"German, English",Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4041/
Master's degree,Master of Arts in European Studies,University of Passau,Passau,Languages and Cultural Studies in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3644/
Master's degree,Master of Arts in European Studies,Europa-Universität Flensburg,Flensburg,Social Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6383/
Master's degree,Master of Arts in German as a Foreign and Second Language (Master DaFZ),University of Kassel,Kassel,"German Language and Literature (German, Germanic Languages except English)",German,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6081/
Master's degree,Master of Arts in Governance and Public Policy,University of Passau,Passau,Political Science,German,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6298/
Master's degree,Master of Arts in Human Rights,FAU Erlangen-Nürnberg,Erlangen,"Law, Economics and Social Sciences in general",English,Winter semester,3 semesters,"EUR 1,634",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4588/
Master's degree,Master of Arts in Integrated Design,Anhalt University of Applied Sciences,Dessau-Roßlau,Design,English,"Winter semester, Summer semester",3 semesters,EUR 800,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4057/
Master's degree,Master of Arts in International Business (MAIB),Mainz University of Applied Sciences,Mainz,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3826/
Master's degree,Master of Arts in International Cultural and Business Studies,University of Passau,Passau,Languages and Cultural Studies in general,"German, English","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4017/
Master's degree,Master of Arts in International Economics and Public Policy (MA IEPP),Trier University,Trier,Political Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4408/
Master's degree,Master of Arts in International Marketing and Sales,Aalen University,Aalen,Business and Economics,English,"Winter semester, Summer semester",3 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9129/
Master's degree,Master of Arts in International Organisations and Crisis Management,Friedrich Schiller University Jena,Jena,Political Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6932/
Master's degree,Master of Arts in Modern East Asian Studies (MA MEAS),University of Duisburg-Essen,Duisburg,Regional Studies,English,Winter semester,2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4280/
Master's degree,Master of Arts in North American Studies,Freie Universität Berlin,Berlin,"English Studies, American Studies",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3606/
Master's degree,"Master of Arts in Philosophy, Politics and Economics (MA PPE)",Witten/Herdecke University,Witten,Business and Economics,English,Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5377/
Master's degree,Master of Arts in Psychology with a Clinical Focus,International Psychoanalytic University Berlin,Berlin,Psychology,English,Winter semester,4 semesters,"EUR 6,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4681/
Master's degree,Master of Arts in Religious Studies,University of Erfurt,Erfurt,Philosophy,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7166/
Master's degree,Master of Arts in Social Sciences (Global Studies Programme),University of Freiburg,Freiburg im Breisgau,Social Science,English,Summer semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3733/
Master's degree,Master of Arts in Sociology,University of Mannheim,Mannheim,Social Science,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4716/
Master's degree,Master of Arts in Sustainability in Fashion and Creative Industries,Hochschule Fresenius - University of Applied Sciences,Berlin,Design,English,Winter semester,3 semesters,"EUR 4,770",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5618/
Master's degree,Master of Arts in Transcultural Studies,Heidelberg University,Heidelberg,Languages and Cultural Studies in general,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4273/
Master's degree,Master of Arts InterAmerican Studies / Estudios InterAmericanos,Bielefeld University,Bielefeld,Languages and Cultural Studies in general,"English, Spanish","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4102/
Master's degree,Master of Arts International Business / Negocios Internacionales Argentino-Alemana,Mainz University of Applied Sciences,Mainz,Business and Economics,"English, Spanish",Winter semester,5 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4515/
Master's degree,"Master of Arts Programme in Ethics – Economics, Law and Politics",Ruhr-Universität Bochum,Bochum,Philosophy,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4330/
Master's degree,"Master of Arts programme – Research in Design, Art and Media",Merz Akademie,Stuttgart,"Art, Art Theory in general",English,"Winter semester, Summer semester",3 semesters,"EUR 3,294",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9236/
Master's degree,Master of Arts: Sociology – European Societies,Freie Universität Berlin,Berlin,Social Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4081/
Master's degree,Master of Aviation Management (AVIMA),Technical University of Applied Sciences Wildau,Wildau,Business and Economics,English,Winter semester,4 semesters,"EUR 2,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3821/
Master's degree,Master of Biochemistry and Molecular Medicine,University of Cologne,Köln,Chemistry,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4826/
Master's degree,Master of Biomedical Engineering (BME),Furtwangen University,Villingen-Schwenningen,Engineering in general,English,Winter semester,3 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3840/
Master's degree,Master of Business Administration (MBA),Darmstadt University of Applied Sciences,Darmstadt,Business and Economics,English,Winter semester,"3 semesters, 4 semesters",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4328/
Master's degree,Master of Business Administration (MBA) Renewables,Berliner Hochschule für Technik,Berlin,Business and Economics,English,"Winter semester, Summer semester",5 semesters,"EUR 3,960",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4296/
Master's degree,Master of Business Administration (MBA) – European Management,Saarland University,Saarbrücken,Business and Economics,English,Winter semester,"2 semesters, 8 semesters",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5381/
Master's degree,Master of Business Administration and Engineering (MBA&E),HTW Berlin University of Applied Sciences,Berlin,Industrial Engineering,English,Winter semester,3 semesters,"EUR 4,167",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3800/
Master's degree,Master of Business Administration in International Business Consulting (IBC),Offenburg University of Applied Sciences,Gengenbach,Business and Economics,English,Winter semester,3 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3770/
Master's degree,Master of Business Administration in International Management (MBA),Pforzheim University,Pforzheim,"Law, Economics and Social Sciences in general",English,"Winter semester, Summer semester","3 semesters, 4 semesters","EUR 4,400",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3864/
Master's degree,Master of Business Administration International Trade (MBA),Anhalt University of Applied Sciences,Bernburg / Saale,Business and Economics,English,Winter semester,3 semesters,EUR 800,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7609/
Master's degree,Master of Comparative Business Law (M.C.B.L.),University of Mannheim,Mannheim,Law,English,Winter semester,2 semesters,"EUR 4,250",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6939/
Master's degree,Master of Data Science for Public Policy (MDS),Hertie School,Berlin,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,"EUR 9,125",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7169/
Master's degree,Master of Digital Entrepreneurship,European University Viadrina,Frankfurt (Oder),"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7648/
Master's degree,Master of Engineering in Aeronautical Management,Bremen University of Applied Sciences,Bremen,Business and Economics,English,Winter semester,2 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7700/
Master's degree,Master of Engineering in Paper Technology,Hochschule München University of Applied Sciences,München,Engineering in general,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3627/
Master's degree,"Master of European and International Business, Competition and Regulatory Law (MBL-FU)",Freie Universität Berlin,Berlin,Law,English,Winter semester,2 semesters,"EUR 4,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6880/
Master's degree,Master of European and International Law (MEIL) Programme (LLM),Universität Hamburg,Hamburg,Law,English,Winter semester,2 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4578/
Master's degree,Master of Finance (MSc),Frankfurt School of Finance & Management,Frankfurt am Main,Mathematics,English,Winter semester,4 semesters,"EUR 9,725",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4125/
Master's degree,Master of German Law (LLM),University of Münster,Münster,Law,German,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3638/
Master's degree,Master of Health Science – Prevention and Health Promotion,Technical University of Munich,München,Sport,English,Winter semester,4 semesters,"EUR 2,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4717/
Master's degree,Master of International Affairs (MA),Hertie School,Berlin,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,"EUR 9,125",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4475/
Master's degree,Master of International and Development Economics (MIDE),HTW Berlin University of Applied Sciences,Berlin,Business and Economics,English,Summer semester,3 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3797/
Master's degree,Master of International Business and Finance,Technical University of Applied Sciences Augsburg,Augsburg,Business and Economics,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6098/
Master's degree,Master of International Human Rights and Humanitarian Law,European University Viadrina,Frankfurt (Oder),Law,English,"Winter semester, Summer semester","3 semesters, 6 semesters","EUR 2,034",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6311/
Master's degree,Master of Landscape Architecture (MLA),Anhalt University of Applied Sciences,Bernburg / Saale,"Land Management, Environmental Architecture",English,Winter semester,4 semesters,EUR 850,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4199/
Master's degree,Master of Laws (LLM) in European and Transnational Intellectual Property and Information Technology Law – LIPIT,University of Göttingen,Göttingen,Law,English,Winter semester,2 semesters,"EUR 3,900",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4763/
Master's degree,Master of Laws (LLM) in International Law – GOMIL,University of Göttingen,Göttingen,Law,English,Winter semester,2 semesters,"EUR 3,900",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9264/
Master's degree,Master of Laws in Finance (LLM Finance),Goethe University Frankfurt,Frankfurt am Main,Law,English,Winter semester,2 semesters,"EUR 10,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3845/
Master's degree,Master of Laws in German Law (LLM),Universität Hamburg,Hamburg,Law,German,Winter semester,2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4192/
Master's degree,Master of Laws in German Law for Foreign Graduates,University of Passau,Passau,Law,German,Winter semester,2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3641/
Master's degree,Master of Laws in Intellectual Property and Competition Law,Munich Intellectual Property Law Center,München,"Law, Economics and Social Sciences in general",English,Winter semester,2 semesters,"EUR 19,750",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3867/
Master's degree,"Master of Laws in International Banking, Securities & Finance (for Graduates from Asia)",Goethe University Frankfurt,Frankfurt am Main,Law,English,Winter semester,2 semesters,"EUR 9,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4394/
Master's degree,Master of Leadership in Sustainable Finance – Online,Frankfurt School of Finance & Management,Frankfurt am Main,Business and Economics,English,Winter semester,"3 semesters, 4 semesters","EUR 5,375",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7613/
Master's degree,Master of Peace and Conflict Studies (MA) (International Joint Degree),Philipps-Universität Marburg,Marburg,Political Science,English,Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3884/
Master's degree,Master of Physics,Leibniz University Hannover,Hannover,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4576/
Master's degree,Master of Public Administration in European Studies (MPA-ES),RWTH Aachen University,Aachen,Political Science,English,Winter semester,3 semesters,"EUR 6,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5624/
Master's degree,Master of Public Health (MPH),Hamburg University of Applied Sciences,Hamburg,Medicine in general,English,"Winter semester, Summer semester",3 semesters,"EUR 2,400",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4029/
Master's degree,Master of Public Policy (MPP),Hertie School,Berlin,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,"EUR 9,125",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4063/
Master's degree,Master of Public Policy (MPP) at the Willy Brandt School of Public Policy,University of Erfurt,Erfurt,"Law, Economics and Social Sciences in general",English,Winter semester,4 semesters,"EUR 1,800",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3726/
Master's degree,Master of Science (MSc) in International Business Studies (MIBS),FAU Erlangen-Nürnberg,Nürnberg,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4166/
